hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2023-01-03T00:00:00Z,5.04,13.03,12.16,16.99,17.98,11.58,1.82,5.52,24.25,15.79,0.04,28.01
2023-01-03T01:00:00Z,5.24,12.4,13.8,16.46,17.82,10.84,2.18,1.04,23.68,15.22,0.0,23.41
2023-01-03T02:00:00Z,5.89,14.69,11.21,14.55,20.43,12.77,2.44,1.73,21.29,13.53,0.02,29.57
2023-01-03T03:00:00Z,4.32,7.65,8.85,14.73,11.97,6.44,1.91,12.5,20.5,13.49,0.02,29.04
2023-01-03T04:00:00Z,2.63,7.58,5.04,10.88,11.61,6.18,1.77,11.34,16.68,9.74,0.0,38.83
2023-01-03T05:00:00Z,2.69,9.65,1.1,10.2,14.36,7.83,1.45,8.7,15.74,9.17,0.01,42.53
2023-01-03T06:00:00Z,4.55,10.63,2.32,11.39,15.84,8.45,1.97,9.09,17.86,10.48,0.02,40.2
2023-01-03T07:00:00Z,5.57,12.99,7.87,12.89,18.49,10.45,2.2,10.28,19.94,11.67,0.0,46.59
2023-01-03T08:00:00Z,7.3,12.74,8.46,11.63,18.08,9.98,2.39,10.17,18.26,10.39,0.0,46.1
2023-01-03T09:00:00Z,7.3,9.38,9.36,10.78,14.15,7.61,2.62,13.43,17.11,9.69,0.05,43.25
2023-01-03T10:00:00Z,4.98,4.61,8.14,4.38,8.75,3.48,1.8,17.06,8.86,3.67,0.01,69.21
2023-01-03T11:00:00Z,5.06,2.38,3.55,2.19,5.85,1.53,1.33,17.53,5.76,1.4,0.02,62.95
2023-01-03T12:00:00Z,5.29,1.38,3.9,1.31,4.58,0.64,1.81,18.04,4.78,0.46,0.02,64.19
2023-01-03T13:00:00Z,5.49,1.06,3.14,0.9,4.32,0.34,1.53,18.39,4.11,0.17,0.0,64.41
2023-01-03T14:00:00Z,4.82,0.88,2.72,0.7,3.91,0.24,1.59,18.62,3.63,0.02,0.01,62.2
2023-01-03T15:00:00Z,4.82,1.28,0.89,1.14,4.58,0.34,1.54,19.57,4.41,0.23,0.01,69.1
2023-01-03T16:00:00Z,5.2,2.22,0.08,2.05,6.05,0.73,1.2,20.08,5.91,0.79,0.03,75.11
2023-01-03T17:00:00Z,5.55,2.01,0.09,1.62,5.62,0.71,1.66,19.9,5.18,0.43,0.02,78.14
2023-01-03T18:00:00Z,6.35,1.79,0.13,0.99,5.26,0.97,1.7,19.46,4.52,0.2,0.0,81.05
2023-01-03T19:00:00Z,5.03,1.53,0.01,0.6,4.89,0.83,1.16,20.08,3.83,0.02,0.02,81.43
2023-01-03T20:00:00Z,4.49,1.21,0.0,1.08,4.47,0.54,1.27,19.46,4.14,0.71,0.0,77.69
2023-01-03T21:00:00Z,3.51,0.85,,,3.85,0.23,0.94,21.04,,,,
2023-01-03T22:00:00Z,3.58,0.92,,,4.24,0.4,1.0,21.76,,,,
2023-01-03T23:00:00Z,2.79,0.72,,,3.94,0.33,0.93,22.8,,,,
2023-01-04T00:00:00Z,1.99,0.95,,,4.36,0.42,0.81,23.36,,,,
2023-01-04T01:00:00Z,1.46,1.06,,,4.48,0.24,1.11,24.69,,,,
2023-01-04T02:00:00Z,1.28,0.85,,,4.3,0.07,0.92,25.54,,,,
2023-01-04T03:00:00Z,1.7,0.58,,,3.86,0.02,0.79,24.71,,,,
2023-01-04T04:00:00Z,1.88,0.35,,,3.61,0.01,1.14,23.89,,,,
2023-01-04T05:00:00Z,1.91,0.31,,,3.5,0.0,1.02,22.39,,,,
2023-01-04T06:00:00Z,3.42,0.42,,,3.45,0.02,1.37,18.25,,,,
2023-01-04T07:00:00Z,4.85,0.73,,,3.7,0.01,2.29,16.07,,,,
2023-01-04T08:00:00Z,8.1,2.54,,,6.54,0.87,2.04,16.05,,,,
2023-01-04T09:00:00Z,13.84,4.07,257.52,,9.29,2.14,3.73,9.71,,,81.86,0.0
2023-01-04T10:00:00Z,5.1,3.31,241.63,3.21,7.51,1.15,2.18,17.78,7.68,1.36,37.01,0.0
2023-01-04T11:00:00Z,4.06,3.79,198.94,3.12,7.68,1.2,2.03,18.67,6.63,0.79,15.67,0.0
2023-01-04T12:00:00Z,5.79,4.24,178.49,4.18,8.28,1.4,1.81,18.65,8.41,1.6,10.13,0.0
2023-01-04T13:00:00Z,5.75,3.21,156.91,3.39,6.17,0.65,1.25,18.62,6.63,1.16,6.82,0.0
2023-01-04T14:00:00Z,6.14,3.73,132.87,2.83,7.06,1.21,1.86,18.74,5.84,0.66,5.13,0.0
2023-01-04T15:00:00Z,7.68,3.66,117.04,3.39,7.53,0.93,1.91,17.69,6.59,0.86,3.72,0.0
2023-01-04T16:00:00Z,8.54,3.43,100.43,3.08,6.95,0.99,1.7,16.8,6.15,0.73,2.7,0.0
2023-01-04T17:00:00Z,9.14,3.11,83.43,2.94,6.32,0.83,1.91,13.87,5.71,0.58,2.05,0.0
2023-01-04T18:00:00Z,8.07,2.97,71.79,2.39,6.04,0.69,1.74,14.5,4.91,0.33,1.53,0.0
2023-01-04T19:00:00Z,7.8,3.19,63.04,2.73,6.83,0.92,1.77,15.74,5.88,0.58,0.89,0.0
2023-01-04T20:00:00Z,5.01,2.83,54.07,2.53,6.41,0.69,1.18,16.97,5.73,0.39,0.69,0.0
2023-01-04T21:00:00Z,4.95,2.93,50.32,2.4,6.47,0.8,0.88,16.72,5.86,0.52,0.53,0.0
2023-01-04T22:00:00Z,3.74,2.81,45.66,2.13,6.37,0.59,0.92,17.94,5.16,0.29,0.44,0.0
2023-01-04T23:00:00Z,3.56,2.43,40.75,2.13,5.82,0.46,1.16,16.25,5.39,0.34,0.27,0.01
2023-01-05T00:00:00Z,3.78,2.15,37.6,2.01,5.43,0.39,1.05,15.42,5.31,0.32,0.22,1.9
2023-01-05T01:00:00Z,3.26,2.13,34.85,1.99,5.71,0.32,0.75,17.5,5.4,0.36,0.2,10.39
2023-01-05T02:00:00Z,2.04,2.24,29.75,1.96,6.02,0.53,1.0,16.47,5.37,0.2,0.1,9.55
2023-01-05T03:00:00Z,1.64,2.22,24.83,1.85,5.69,0.4,1.34,15.81,5.2,0.3,0.12,13.39
2023-01-05T04:00:00Z,2.25,1.92,23.06,1.69,5.12,0.31,1.26,15.06,4.91,0.19,0.14,15.67
2023-01-05T05:00:00Z,2.77,1.84,21.89,1.8,4.92,0.21,1.14,14.94,4.85,0.28,0.07,17.01
2023-01-05T06:00:00Z,5.32,2.74,22.19,2.45,6.67,0.7,1.85,9.95,6.37,0.72,0.04,16.58
2023-01-05T07:00:00Z,6.85,3.98,27.2,3.1,9.03,1.51,1.62,8.87,7.77,1.19,0.11,16.69
2023-01-05T08:00:00Z,10.4,4.55,31.5,3.95,10.14,1.87,3.38,5.25,9.29,1.75,0.13,8.94
2023-01-05T09:00:00Z,12.05,5.45,30.34,4.44,11.16,3.0,3.72,5.34,9.67,2.32,0.05,13.35
2023-01-05T10:00:00Z,10.73,6.58,28.63,4.87,12.04,4.47,2.19,7.84,10.73,2.98,0.06,21.67
2023-01-05T11:00:00Z,8.87,5.45,26.99,4.2,9.82,4.0,1.89,10.64,8.37,2.57,0.09,23.43
2023-01-05T12:00:00Z,7.66,3.43,22.3,2.63,6.68,2.48,1.95,12.71,5.65,1.37,0.06,23.5
2023-01-05T13:00:00Z,7.91,2.65,18.6,1.97,5.57,1.58,2.19,12.93,4.69,0.95,0.07,27.27
2023-01-05T14:00:00Z,7.75,2.76,16.84,2.0,5.85,1.48,1.77,14.52,4.69,0.69,0.07,31.26
2023-01-05T15:00:00Z,8.45,1.76,15.94,1.63,4.56,0.5,2.13,15.61,4.26,0.29,0.07,36.32
2023-01-05T16:00:00Z,8.76,1.71,14.04,1.55,4.36,0.48,2.19,14.64,4.2,0.18,0.11,41.48
2023-01-05T17:00:00Z,8.68,1.87,13.62,1.87,5.08,0.75,2.0,16.58,4.78,0.47,0.06,47.85
2023-01-05T18:00:00Z,8.39,1.61,12.3,1.29,4.81,0.59,1.52,17.0,4.01,0.22,0.02,56.65
2023-01-05T19:00:00Z,6.87,1.88,11.87,1.58,5.04,0.94,1.47,17.13,4.61,0.5,0.03,53.52
2023-01-05T20:00:00Z,4.88,1.76,10.28,1.8,4.87,0.9,1.02,19.62,4.87,0.83,0.03,54.72
2023-01-05T21:00:00Z,3.49,1.99,7.61,2.06,5.04,1.04,0.91,21.16,5.32,1.05,0.03,57.23
2023-01-05T22:00:00Z,2.26,1.21,4.02,1.3,3.89,0.22,1.06,23.67,4.14,0.28,0.02,63.25
2023-01-05T23:00:00Z,3.19,0.94,5.17,1.08,3.63,0.1,0.94,24.38,3.73,0.1,0.04,69.38
2023-01-06T00:00:00Z,2.24,1.07,3.18,1.0,3.87,0.19,1.11,24.59,3.63,0.07,0.01,72.5
2023-01-06T01:00:00Z,1.14,0.54,0.7,0.71,3.22,0.0,0.8,26.76,3.0,0.0,0.02,88.0
2023-01-06T02:00:00Z,1.27,0.49,2.77,0.7,3.26,0.0,1.24,25.35,3.17,0.01,0.0,87.54
2023-01-06T03:00:00Z,0.97,0.51,1.51,0.75,3.29,0.0,1.19,23.89,3.26,0.0,0.02,85.86
2023-01-06T04:00:00Z,1.33,0.97,1.94,1.05,3.92,0.11,1.11,23.49,3.6,0.16,0.04,84.44
2023-01-06T05:00:00Z,1.61,3.35,1.65,2.75,7.24,2.01,1.43,22.06,6.27,1.61,0.0,79.98
2023-01-06T06:00:00Z,3.16,1.85,2.03,1.41,5.23,0.57,1.58,19.94,4.41,0.34,0.0,74.9
2023-01-06T07:00:00Z,5.54,2.46,8.18,1.72,5.98,0.88,2.52,17.53,5.18,0.66,0.04,64.05
2023-01-06T08:00:00Z,8.81,2.3,14.85,1.65,5.9,0.91,3.01,14.71,5.23,0.61,0.01,54.69
2023-01-06T09:00:00Z,9.58,2.46,9.6,1.84,6.05,1.23,3.2,13.94,5.51,0.85,0.04,67.89
2023-01-06T10:00:00Z,8.4,2.39,11.68,1.99,5.98,0.95,2.89,14.97,5.66,1.11,0.02,65.12
2023-01-06T11:00:00Z,9.03,2.54,9.8,2.01,5.94,1.33,2.59,14.01,5.41,0.83,0.04,65.47
2023-01-06T12:00:00Z,7.86,2.15,6.19,1.62,5.32,1.07,2.51,16.55,4.64,0.37,0.01,69.43
2023-01-06T13:00:00Z,7.02,1.47,2.29,1.38,4.2,0.26,2.31,17.34,3.82,0.14,0.02,66.13
2023-01-06T14:00:00Z,6.83,1.35,3.75,1.58,3.73,0.11,2.15,18.42,4.01,0.21,0.06,66.25
2023-01-06T15:00:00Z,7.28,1.59,1.96,1.6,3.54,0.3,2.54,18.05,3.62,0.14,0.02,66.79
2023-01-06T16:00:00Z,8.61,1.54,9.33,2.02,4.04,0.25,2.37,17.41,4.86,0.57,0.03,64.65
2023-01-06T17:00:00Z,10.82,2.06,11.36,2.41,4.86,0.74,2.59,11.4,5.49,1.0,0.02,53.63
2023-01-06T18:00:00Z,10.74,2.71,11.23,2.66,5.8,1.36,2.19,10.56,5.84,1.6,0.0,56.01
2023-01-06T19:00:00Z,9.56,4.82,11.47,2.91,8.43,4.02,1.63,14.09,6.4,1.99,0.0,60.72
2023-01-06T20:00:00Z,7.29,7.43,11.58,5.56,11.31,6.61,1.36,15.47,9.68,4.78,0.02,54.6
2023-01-06T21:00:00Z,4.73,5.31,7.4,3.42,8.89,4.56,1.0,18.75,7.37,2.56,0.0,72.04
2023-01-06T22:00:00Z,2.84,1.99,0.66,1.64,5.68,0.93,1.23,21.32,4.9,0.54,0.02,77.06
2023-01-06T23:00:00Z,2.22,1.38,0.0,1.22,4.64,0.35,0.7,22.97,4.06,0.19,0.03,80.37
2023-01-07T00:00:00Z,2.27,0.96,0.0,1.27,4.35,0.22,0.87,23.2,4.11,0.22,0.0,81.27
2023-01-07T01:00:00Z,1.31,2.09,0.0,1.98,5.5,1.02,0.93,23.82,4.98,0.76,0.02,80.2
2023-01-07T02:00:00Z,1.61,2.34,0.01,2.19,5.54,1.21,0.89,23.75,5.2,1.05,0.01,80.67
2023-01-07T03:00:00Z,1.81,2.46,0.02,2.27,5.72,1.65,1.01,23.04,5.55,1.25,0.02,76.2
2023-01-07T04:00:00Z,1.96,2.72,0.0,2.46,6.16,2.01,0.74,22.58,5.95,1.45,0.02,80.63
2023-01-07T05:00:00Z,1.65,2.49,0.0,2.16,5.89,1.81,0.77,22.25,5.55,1.28,0.01,79.04
2023-01-07T06:00:00Z,1.53,3.29,0.0,2.74,6.93,2.56,0.99,22.46,6.19,1.91,0.01,80.63
2023-01-07T07:00:00Z,1.8,3.14,0.23,3.17,6.76,2.42,1.02,22.53,6.89,2.3,0.0,77.14
2023-01-07T08:00:00Z,2.06,2.38,0.01,2.32,5.87,1.56,1.07,22.46,5.65,1.56,0.01,78.65
2023-01-07T09:00:00Z,2.26,1.97,0.05,2.13,5.46,1.32,1.07,21.93,5.4,1.37,0.02,77.75
2023-01-07T10:00:00Z,2.72,2.28,0.12,2.03,5.79,1.61,1.38,21.15,5.39,1.31,0.01,77.57
2023-01-07T11:00:00Z,3.05,1.92,1.54,1.7,5.44,1.12,1.53,19.91,5.03,0.92,0.01,75.07
2023-01-07T12:00:00Z,4.09,1.43,2.42,1.57,4.91,0.59,1.57,19.21,4.83,0.72,0.01,77.96
2023-01-07T13:00:00Z,6.0,1.07,0.74,1.09,3.9,0.17,2.88,16.65,3.93,0.13,0.01,80.71
2023-01-07T14:00:00Z,7.33,1.15,0.62,0.84,3.52,0.29,2.57,15.64,3.48,0.02,0.02,78.49
2023-01-07T15:00:00Z,4.04,1.43,0.14,0.71,2.62,0.04,2.08,18.49,3.13,0.0,0.01,81.73
2023-01-07T16:00:00Z,5.57,1.43,0.96,0.97,2.73,0.13,1.94,19.23,3.35,0.12,0.0,80.01
2023-01-07T17:00:00Z,9.11,1.24,4.31,1.36,3.6,0.11,1.35,19.3,4.39,0.32,0.01,71.03
2023-01-07T18:00:00Z,5.25,0.8,0.37,1.23,3.63,0.04,1.36,23.42,4.18,0.08,0.05,91.8
2023-01-07T19:00:00Z,5.62,0.74,0.0,1.04,3.6,0.01,1.32,22.47,3.68,0.11,0.02,92.49
2023-01-07T20:00:00Z,3.36,1.34,0.03,1.67,4.08,0.4,1.77,22.7,4.53,0.58,0.02,89.8
2023-01-07T21:00:00Z,2.51,1.41,0.07,1.85,4.36,0.21,1.51,26.02,4.88,0.74,0.02,95.97
2023-01-07T22:00:00Z,2.92,2.16,0.0,2.02,5.28,0.6,1.49,25.51,5.17,0.72,0.03,95.72
2023-01-07T23:00:00Z,3.13,2.38,0.21,2.38,5.87,0.74,1.44,22.83,5.99,1.17,0.0,93.68
2023-01-08T00:00:00Z,2.6,2.69,0.0,2.92,6.61,0.82,1.4,22.31,7.04,1.38,0.01,93.03
2023-01-08T01:00:00Z,2.03,2.99,0.0,3.21,7.09,0.87,1.37,21.72,7.78,1.61,0.0,89.38
2023-01-08T02:00:00Z,1.87,2.58,0.01,3.14,6.26,0.51,1.4,21.87,7.58,1.38,0.01,85.08
2023-01-08T03:00:00Z,1.23,2.6,0.0,2.81,6.42,0.6,1.35,22.87,6.65,1.05,0.02,83.61
2023-01-08T04:00:00Z,1.18,1.53,0.0,1.98,4.61,0.06,0.96,25.51,5.15,0.48,0.01,89.98
2023-01-08T05:00:00Z,2.43,1.37,0.0,1.6,4.08,0.0,1.34,25.21,4.49,0.26,0.0,94.91
2023-01-08T06:00:00Z,2.61,1.21,0.0,1.71,4.34,0.05,1.11,22.19,5.22,0.49,0.02,89.48
2023-01-08T07:00:00Z,2.61,1.24,0.0,1.57,4.63,0.1,1.62,20.74,4.92,0.41,0.03,85.03
2023-01-08T08:00:00Z,2.0,1.03,0.0,1.29,4.19,0.11,1.45,21.19,3.94,0.2,0.0,87.35
2023-01-08T09:00:00Z,2.62,0.7,0.44,1.14,3.55,0.0,1.64,20.25,4.05,0.16,0.0,80.37
2023-01-08T10:00:00Z,3.43,1.1,2.52,1.19,4.07,0.06,1.94,20.25,4.03,0.17,0.0,81.47
2023-01-08T11:00:00Z,3.95,1.28,1.75,1.54,4.28,0.05,1.76,21.04,4.4,0.33,0.0,81.5
2023-01-08T12:00:00Z,4.4,1.57,0.98,1.7,4.36,0.08,2.1,22.37,4.53,0.15,0.03,84.79
2023-01-08T13:00:00Z,3.64,1.4,0.3,1.39,3.84,0.05,1.94,23.37,3.79,0.05,0.05,86.4
2023-01-08T14:00:00Z,7.38,1.23,0.0,1.26,3.53,0.06,2.56,19.52,2.96,0.0,0.02,91.47
2023-01-08T15:00:00Z,5.68,1.29,0.0,1.26,3.27,0.1,2.38,20.9,2.71,0.01,0.03,92.82
2023-01-08T16:00:00Z,8.28,1.1,1.36,1.15,3.11,0.07,2.41,18.68,3.17,0.05,0.02,94.73
2023-01-08T17:00:00Z,11.27,1.02,1.35,0.93,3.59,0.25,3.15,13.73,3.31,0.06,0.02,88.45
2023-01-08T18:00:00Z,9.11,1.32,4.0,1.93,4.27,0.33,2.71,12.82,5.01,1.23,0.0,78.55
2023-01-08T19:00:00Z,6.75,1.18,0.48,1.66,3.66,0.18,2.76,16.63,4.33,0.69,0.0,86.08
2023-01-08T20:00:00Z,4.91,1.37,1.29,1.8,4.18,0.21,2.16,18.79,4.79,0.84,0.0,87.81
2023-01-08T21:00:00Z,5.1,2.16,4.15,2.61,5.29,0.89,1.83,18.37,6.26,1.67,0.0,82.48
2023-01-08T22:00:00Z,3.79,2.09,0.92,2.09,5.32,0.71,1.78,17.11,5.34,1.1,0.0,84.26
2023-01-08T23:00:00Z,4.01,2.5,1.36,2.48,5.94,1.24,1.67,15.36,5.83,1.57,0.01,78.65
2023-01-09T00:00:00Z,3.3,2.54,2.4,2.86,6.17,1.35,1.57,15.99,6.6,2.01,0.0,69.53
2023-01-09T01:00:00Z,3.77,3.72,2.28,2.98,7.47,2.33,1.56,13.24,6.74,2.08,0.0,70.19
2023-01-09T02:00:00Z,3.65,2.67,2.36,2.94,6.49,1.52,1.65,13.96,6.7,2.14,0.02,71.01
2023-01-09T03:00:00Z,3.06,2.21,4.03,3.24,5.52,0.96,1.26,14.98,7.24,2.34,0.0,68.97
2023-01-09T04:00:00Z,3.16,2.77,3.69,2.56,6.42,1.82,1.84,14.93,6.52,1.8,0.01,77.46
2023-01-09T05:00:00Z,3.32,2.51,1.77,2.17,6.11,1.46,1.9,15.25,5.63,1.22,0.0,77.79
2023-01-09T06:00:00Z,5.25,2.94,0.75,1.97,6.47,1.78,2.18,12.62,5.55,1.03,0.0,79.23
2023-01-09T07:00:00Z,8.68,2.42,9.73,2.26,5.71,1.24,3.53,9.4,5.66,1.37,0.47,68.0
2023-01-09T08:00:00Z,11.6,1.71,20.07,1.95,4.87,0.45,4.74,7.68,5.23,1.11,0.36,55.8
2023-01-09T09:00:00Z,13.25,1.68,23.2,2.11,5.05,0.53,4.69,6.82,5.48,0.99,0.18,54.92
2023-01-09T10:00:00Z,8.53,1.43,8.13,1.48,4.38,0.4,1.8,12.0,4.18,0.49,0.0,81.19
2023-01-09T11:00:00Z,7.75,1.41,11.45,1.81,4.2,0.2,2.26,13.6,4.75,0.76,0.02,72.78
2023-01-09T12:00:00Z,6.35,1.75,3.77,1.9,3.41,0.08,2.62,15.73,4.03,0.35,0.05,76.06
2023-01-09T13:00:00Z,4.07,2.87,0.13,2.47,3.96,0.28,1.89,18.67,4.97,0.58,0.07,83.57
2023-01-09T14:00:00Z,6.03,2.72,4.1,2.16,4.02,0.26,1.73,20.6,4.22,0.25,0.08,76.49
2023-01-09T15:00:00Z,7.72,2.71,5.62,2.44,4.33,0.16,1.82,19.4,4.27,0.33,0.03,76.28
2023-01-09T16:00:00Z,11.81,2.51,9.36,2.44,4.37,0.22,2.58,15.49,4.51,0.53,0.04,74.91
2023-01-09T17:00:00Z,14.0,2.54,9.9,2.43,4.99,0.35,2.81,12.97,4.78,0.69,0.03,76.3
2023-01-09T18:00:00Z,12.39,3.19,4.42,2.63,5.95,1.2,2.54,13.62,5.11,0.92,0.0,83.47
2023-01-09T19:00:00Z,8.44,3.64,5.29,2.96,7.11,1.42,2.25,16.61,6.23,1.14,0.04,80.67
2023-01-09T20:00:00Z,7.08,4.45,3.09,3.68,8.12,1.97,2.11,16.95,7.39,1.62,0.05,84.99
2023-01-09T21:00:00Z,6.11,4.48,2.68,3.7,8.62,2.26,1.58,17.81,7.34,1.7,0.02,85.08
2023-01-09T22:00:00Z,5.79,3.61,2.39,3.4,7.35,1.32,1.9,16.79,6.96,1.56,0.0,87.33
2023-01-09T23:00:00Z,5.18,2.99,3.42,2.95,6.68,0.87,0.97,16.91,6.54,1.35,0.0,86.22
2023-01-10T00:00:00Z,4.34,3.35,3.19,3.31,7.58,1.15,1.29,17.54,7.56,1.54,0.0,88.02
2023-01-10T01:00:00Z,3.35,3.51,2.14,3.67,7.63,1.18,1.05,17.58,8.29,1.75,0.0,83.07
2023-01-10T02:00:00Z,2.92,3.54,1.51,3.52,7.72,1.18,1.51,16.61,8.22,1.74,0.01,77.07
2023-01-10T03:00:00Z,3.6,3.44,4.06,3.95,7.41,1.24,1.51,14.27,8.95,2.23,0.02,69.16
2023-01-10T04:00:00Z,3.13,3.18,3.66,3.47,7.36,1.16,1.52,15.19,7.89,1.73,0.01,74.33
